EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,EducationField,Education,HireDate,BusinessTravel,DistanceFromHome_km,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,Attrition,AttritionDate
EMP00324,56,Male,Married,Sales,Manager,2,Marketing,Below College,2019-06-04,Travel_Rarely,10,5739,18,1,36,7,4,2,4,2,1,3,4,2,4,3,3,No,No,
EMP00325,28,Male,Married,Research & Development,Manager,3,Life Sciences,Master,2024-11-16,Travel_Rarely,8,7062,25,1,7,1,0,0,1,4,3,4,2,2,2,4,3,No,No,
EMP00326,26,Male,Single,Research & Development,Research Director,1,Technical Degree,Bachelor,2023-08-15,Travel_Rarely,2,1957,20,2,6,2,1,0,1,1,4,3,1,2,1,2,3,No,No,
EMP00327,47,Male,Married,Sales,Sales Executive,1,Technical Degree,College,2018-10-23,Non-Travel,5,2894,15,0,29,7,3,1,5,2,0,3,1,1,2,4,4,No,No,
EMP00328,44,Male,Single,Human Resources,Manager,1,Human Resources,Bachelor,2017-03-26,Non-Travel,11,3398,23,2,22,9,6,5,7,3,4,3,3,4,3,1,3,No,No,
EMP00329,43,Male,Divorced,Sales,Sales Executive,2,Marketing,College,2018-01-18,Travel_Rarely,5,5004,14,0,24,8,5,2,4,2,0,3,4,4,2,3,3,No,No,
EMP00330,43,Male,Married,Sales,Sales Representative,3,Other,Bachelor,2023-09-07,Travel_Rarely,5,7840,16,0,22,2,1,0,2,1,2,2,2,1,4,2,3,No,No,
EMP00331,37,Male,Divorced,Sales,Manager,5,Other,Below College,2012-07-12,Travel_Rarely,10,19355,21,0,18,14,12,3,9,4,6,3,3,3,2,3,3,Yes,No,
EMP00332,29,Male,Single,Research & Development,Manager,3,Life Sciences,College,2022-04-27,Travel_Rarely,8,6199,24,0,9,4,1,1,3,1,1,3,1,3,4,2,3,No,No,
EMP00333,38,Female,Married,Research & Development,Research Director,3,Medical,Master,2017-03-05,Travel_Rarely,4,8344,22,2,18,9,2,2,8,1,4,3,3,3,2,3,3,No,No,
EMP00334,31,Male,Married,Research & Development,Laboratory Technician,4,Life Sciences,College,2022-07-29,Travel_Rarely,16,13017,15,0,8,4,2,2,1,3,3,3,1,3,2,2,3,No,Yes,2023-12-12
EMP00335,46,Female,Single,Sales,Manager,5,Life Sciences,College,2017-07-31,Travel_Rarely,1,17825,23,0,24,9,3,2,6,1,3,3,4,1,3,3,3,No,No,
EMP00336,36,Female,Divorced,Sales,Sales Executive,2,Other,Bachelor,2013-12-26,Travel_Rarely,30,5351,16,1,16,12,7,3,3,2,3,2,3,3,2,1,3,No,No,
EMP00337,30,Female,Divorced,Research & Development,Manufacturing Director,1,Medical,Bachelor,2021-12-11,Non-Travel,1,2984,24,0,8,4,3,0,1,2,1,3,2,3,4,3,3,No,No,
EMP00338,34,Male,Divorced,Research & Development,Manager,2,Other,Master,2019-06-30,Non-Travel,1,6204,24,2,11,7,5,0,5,0,3,4,4,3,3,2,4,No,No,
EMP00339,41,Female,Married,Research & Development,Manufacturing Director,2,Technical Degree,Bachelor,2014-10-13,Travel_Frequently,15,5570,20,2,20,11,7,0,3,4,6,4,1,3,4,4,3,No,No,
EMP00340,32,Male,Single,Sales,Sales Executive,2,Marketing,Master,2025-04-23,Travel_Rarely,2,4935,21,0,9,1,1,0,1,1,1,1,1,4,4,1,3,No,No,
EMP00341,30,Male,Single,Research & Development,Manufacturing Director,5,Life Sciences,Bachelor,2025-07-02,Travel_Rarely,9,18779,13,0,8,1,0,0,0,1,2,3,4,4,4,3,3,No,No,
EMP00342,39,Male,Divorced,Research & Development,Laboratory Technician,4,Technical Degree,Below College,2020-06-27,Non-Travel,12,12544,25,0,19,6,3,2,3,1,3,2,2,3,3,3,3,No,No,
EMP00343,39,Female,Single,Research & Development,Manufacturing Director,2,Technical Degree,College,2020-02-04,Travel_Rarely,14,4999,17,1,21,6,3,1,2,2,2,2,4,1,3,3,3,No,Yes,2025-07-26
EMP00344,32,Male,Married,Research & Development,Healthcare Representative,1,Other,Bachelor,2025-01-24,Travel_Rarely,30,2284,18,0,10,1,1,1,0,3,4,3,3,3,2,2,3,No,No,
EMP00345,33,Male,Married,Sales,Sales Representative,1,Other,Bachelor,2025-03-25,Travel_Rarely,2,2891,15,1,14,1,0,0,1,1,3,3,4,4,3,3,3,No,No,
EMP00346,39,Female,Married,Research & Development,Manager,1,Life Sciences,Master,2013-02-06,Travel_Frequently,9,3633,15,1,21,13,7,4,9,1,1,3,4,1,4,3,3,No,No,
EMP00347,24,Female,Divorced,Research & Development,Research Scientist,2,Other,Bachelor,2025-01-07,Travel_Frequently,1,5054,22,0,2,1,1,0,1,1,3,1,1,3,1,3,3,No,No,
EMP00348,24,Male,Single,Research & Development,Research Scientist,4,Life Sciences,Bachelor,2024-12-05,Travel_Rarely,4,10685,14,0,5,1,1,0,0,1,2,3,4,2,4,2,3,No,No,
EMP00349,31,Male,Married,Research & Development,Research Director,2,Medical,College,2022-11-11,Travel_Rarely,13,4794,25,0,8,3,3,1,3,1,2,3,1,2,4,3,3,No,Yes,2023-12-14
EMP00350,35,Female,Single,Research & Development,Research Director,2,Technical Degree,College,2022-10-08,Travel_Rarely,3,5650,20,1,17,3,2,0,2,6,4,3,3,1,4,3,3,No,No,
EMP00351,40,Male,Married,Research & Development,Healthcare Representative,1,Medical,Bachelor,2015-04-21,Travel_Rarely,6,2587,15,0,18,11,5,2,4,1,0,3,3,1,2,2,3,Yes,No,
EMP00352,50,Male,Single,Sales,Sales Representative,2,Marketing,Bachelor,2018-08-16,Travel_Frequently,5,4580,22,0,29,7,5,4,5,4,2,4,4,3,2,2,3,No,No,
EMP00353,45,Male,Married,Research & Development,Research Scientist,4,Medical,Bachelor,2011-08-13,Travel_Rarely,7,12402,20,0,22,15,6,2,12,3,3,4,4,4,2,3,3,Yes,No,
EMP00354,36,Female,Divorced,Research & Development,Research Scientist,3,Medical,College,2021-08-01,Travel_Rarely,25,8548,21,1,17,5,2,0,3,3,3,3,4,3,4,2,3,No,No,
EMP00355,37,Female,Divorced,Research & Development,Research Scientist,1,Life Sciences,Bachelor,2023-11-11,Travel_Rarely,1,3652,18,0,16,2,1,0,2,2,2,3,4,3,1,2,3,Yes,No,
EMP00356,28,Female,Single,Research & Development,Research Scientist,4,Life Sciences,Master,2019-12-06,Non-Travel,6,13304,15,3,8,6,4,2,3,1,5,3,4,4,2,3,3,Yes,No,
EMP00357,37,Female,Married,Sales,Manager,1,Other,College,2017-12-29,Travel_Frequently,14,2911,19,1,14,8,7,1,4,1,6,2,3,2,2,2,4,No,Yes,2019-03-13
EMP00358,34,Male,Divorced,Research & Development,Manager,3,Medical,Bachelor,2021-03-21,Travel_Rarely,5,5522,23,1,11,5,4,1,3,2,3,2,4,1,2,3,3,No,Yes,2025-10-01
EMP00359,40,Male,Single,Research & Development,Laboratory Technician,1,Other,Doctor,2016-01-10,Travel_Rarely,1,4035,22,2,18,10,8,6,9,3,2,3,4,2,3,3,3,No,No,
EMP00360,30,Male,Single,Sales,Sales Representative,3,Technical Degree,Bachelor,2019-12-21,Travel_Rarely,6,6561,23,1,8,6,1,0,3,0,5,3,4,4,3,2,3,Yes,No,
EMP00361,42,Male,Single,Research & Development,Healthcare Representative,1,Life Sciences,Bachelor,2019-10-25,Travel_Frequently,3,3131,25,1,23,6,4,3,3,0,6,1,4,3,4,3,3,No,No,
EMP00362,51,Male,Married,Sales,Manager,2,Marketing,Below College,2020-12-01,Non-Travel,1,4941,11,0,28,5,4,2,3,3,4,3,1,1,2,2,3,No,No,
EMP00363,36,Female,Single,Sales,Sales Executive,2,Life Sciences,Bachelor,2025-11-06,Travel_Frequently,13,4750,17,1,14,0,0,0,0,3,2,3,2,3,4,3,3,No,No,
EMP00364,41,Female,Divorced,Human Resources,Human Resources,1,Human Resources,Below College,2008-03-01,Travel_Rarely,5,3120,15,0,21,18,8,2,14,1,2,3,4,4,3,4,3,No,No,
EMP00365,43,Female,Married,Research & Development,Research Director,5,Other,Doctor,2017-03-24,Travel_Frequently,19,20000,25,0,21,9,3,2,2,2,1,3,1,1,1,3,3,Yes,No,
EMP00366,33,Male,Married,Research & Development,Research Director,1,Technical Degree,Master,2023-12-20,Travel_Rarely,11,2523,14,0,10,2,2,1,1,2,2,1,3,3,4,3,3,No,No,
EMP00367,39,Female,Single,Human Resources,Human Resources,4,Life Sciences,Master,2014-05-09,Travel_Rarely,8,12314,13,1,21,12,5,1,7,3,2,3,4,2,1,3,4,No,No,
EMP00368,37,Female,Married,Research & Development,Healthcare Representative,2,Medical,Master,2017-02-03,Travel_Rarely,1,4884,22,1,16,9,6,0,6,0,6,3,1,3,4,3,3,No,No,
EMP00369,38,Male,Married,Research & Development,Manufacturing Director,3,Technical Degree,Bachelor,2016-10-30,Travel_Rarely,4,8268,20,1,15,9,4,0,6,1,3,2,4,3,4,3,3,No,No,
EMP00370,30,Female,Married,Research & Development,Laboratory Technician,3,Life Sciences,Bachelor,2019-07-03,Travel_Rarely,2,7289,17,1,10,7,3,2,5,2,1,3,4,4,3,1,4,No,No,
EMP00371,37,Male,Married,Research & Development,Research Scientist,1,Life Sciences,Master,2019-11-19,Travel_Frequently,17,2938,22,0,14,6,4,1,5,3,3,3,2,3,2,3,3,Yes,Yes,2020-05-27
EMP00372,41,Male,Married,Sales,Sales Representative,1,Marketing,Doctor,2022-01-17,Travel_Rarely,1,3437,12,0,21,4,2,0,3,2,1,3,4,3,3,3,3,Yes,No,
EMP00373,50,Male,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,Bachelor,2024-09-14,Travel_Rarely,2,4612,15,0,27,1,1,0,1,4,3,3,1,2,4,3,3,Yes,No,
EMP00374,46,Male,Divorced,Sales,Sales Executive,4,Life Sciences,Doctor,2002-07-20,Travel_Rarely,5,15014,12,0,25,24,5,2,12,1,2,4,4,1,3,2,3,No,No,
EMP00375,56,Male,Married,Research & Development,Manager,5,Technical Degree,Bachelor,2005-10-13,Travel_Rarely,2,15162,17,1,35,20,9,6,6,1,2,4,3,3,4,2,3,Yes,No,
EMP00376,30,Female,Single,Research & Development,Research Director,1,Other,Bachelor,2021-05-18,Travel_Frequently,2,2920,16,1,10,5,2,1,5,1,2,3,4,1,3,2,4,No,No,
EMP00377,45,Female,Single,Research & Development,Healthcare Representative,2,Technical Degree,Bachelor,2023-04-17,Travel_Rarely,6,4316,23,0,22,3,2,0,2,3,3,3,2,2,2,3,3,No,No,
EMP00378,39,Female,Single,Research & Development,Research Director,3,Life Sciences,College,2022-01-01,Travel_Frequently,1,7413,20,2,18,4,2,0,3,2,2,1,3,2,1,3,4,No,No,
EMP00379,57,Female,Married,Research & Development,Laboratory Technician,2,Other,Below College,2018-03-31,Travel_Frequently,1,4171,25,2,38,8,5,2,6,5,3,3,4,3,3,3,3,No,Yes,2023-01-30
EMP00380,30,Male,Married,Research & Development,Research Director,5,Medical,College,2020-12-06,Travel_Rarely,3,19351,17,0,7,5,3,0,1,3,4,3,2,2,4,3,3,Yes,No,
EMP00381,29,Female,Married,Sales,Sales Executive,1,Marketing,Bachelor,2023-01-16,Travel_Rarely,9,3237,22,1,8,3,2,1,3,1,3,3,4,4,1,2,3,No,No,
EMP00382,32,Male,Divorced,Sales,Sales Representative,2,Marketing,Bachelor,2023-08-04,Travel_Frequently,6,6019,19,0,14,3,2,1,3,4,2,3,4,2,2,2,3,No,No,
EMP00383,18,Male,Divorced,Sales,Sales Executive,3,Technical Degree,Bachelor,2026-08-04,Travel_Rarely,4,8115,23,1,0,0,0,0,0,1,6,3,3,3,1,3,4,No,No,
EMP00384,32,Male,Divorced,Research & Development,Research Scientist,1,Medical,Doctor,2024-10-03,Non-Travel,6,3196,12,0,13,1,0,0,0,1,2,2,4,3,3,2,3,No,No,
EMP00385,30,Male,Single,Sales,Sales Representative,3,Technical Degree,Bachelor,2026-06-10,Travel_Rarely,3,7935,19,1,9,0,0,0,0,1,2,3,3,4,3,2,3,No,No,
EMP00386,38,Male,Married,Research & Development,Manager,1,Medical,Bachelor,2016-05-26,Travel_Rarely,19,3158,17,0,20,10,2,1,2,0,5,3,3,3,3,2,3,Yes,Yes,2026-01-16
EMP00387,40,Male,Single,Research & Development,Research Director,2,Life Sciences,College,2016-05-14,Travel_Rarely,1,6416,12,2,17,10,8,5,6,1,4,3,1,4,2,3,3,No,No,
EMP00388,54,Male,Single,Sales,Sales Representative,3,Other,Below College,2016-04-03,Travel_Rarely,8,8249,20,1,32,10,8,4,8,3,1,3,3,1,3,2,3,No,No,
EMP00389,46,Female,Single,Research & Development,Healthcare Representative,1,Life Sciences,Master,2020-04-24,Travel_Rarely,16,4109,12,0,25,6,3,2,2,6,5,4,3,3,4,3,3,No,No,
EMP00390,32,Male,Married,Research & Development,Research Director,1,Technical Degree,Bachelor,2019-02-01,Travel_Frequently,11,3852,14,1,13,7,4,2,5,4,0,2,3,1,2,3,3,No,No,
EMP00391,29,Male,Married,Sales,Sales Executive,5,Other,Master,2019-05-20,Travel_Rarely,1,18725,12,1,8,7,6,1,4,4,4,3,1,4,2,2,3,Yes,No,
EMP00392,41,Male,Divorced,Research & Development,Manager,4,Medical,College,2013-03-05,Travel_Rarely,2,12767,11,1,21,13,5,0,11,2,2,3,2,2,3,3,3,Yes,No,
EMP00393,25,Female,Single,Research & Development,Research Director,5,Other,Bachelor,2025-08-31,Travel_Rarely,9,19684,16,3,5,0,0,0,0,2,1,3,4,2,4,3,3,No,No,
EMP00394,53,Male,Married,Research & Development,Research Scientist,5,Medical,College,2026-08-13,Travel_Rarely,1,20000,20,2,35,0,0,0,0,1,2,3,1,3,2,3,3,No,No,
EMP00395,48,Male,Married,Research & Development,Laboratory Technician,1,Life Sciences,College,2019-04-18,Travel_Rarely,12,2470,24,1,28,7,4,2,3,2,5,4,3,4,4,3,3,Yes,No,
EMP00396,33,Male,Single,Research & Development,Healthcare Representative,1,Other,Below College,2025-12-03,Travel_Rarely,9,3351,21,0,14,0,0,0,0,1,4,3,2,1,1,2,3,No,No,
EMP00397,22,Male,Married,Research & Development,Research Scientist,1,Technical Degree,College,2025-02-04,Travel_Rarely,9,3002,25,0,4,1,1,0,1,3,6,2,3,3,1,4,3,Yes,Yes,2025-03-18
EMP00398,49,Male,Single,Sales,Sales Representative,4,Other,College,2011-10-29,Travel_Rarely,1,13994,15,3,30,14,9,4,7,2,3,3,4,4,3,2,3,No,No,
EMP00399,36,Male,Married,Research & Development,Healthcare Representative,3,Life Sciences,Below College,2023-08-29,Travel_Rarely,9,6513,22,2,13,2,2,2,0,2,3,2,4,1,4,4,3,No,Yes,2023-12-24
EMP00400,48,Male,Married,Research & Development,Research Scientist,2,Other,Doctor,2018-10-31,Travel_Frequently,8,4565,13,0,29,7,5,3,3,4,0,2,2,4,2,4,3,No,No,
EMP00401,23,Male,Single,Sales,Sales Executive,5,Marketing,College,2026-04-20,Travel_Rarely,12,18391,21,1,3,0,0,0,0,3,1,2,2,1,3,3,3,Yes,No,
EMP00402,32,Male,Single,Research & Development,Manager,2,Life Sciences,College,2022-01-27,Travel_Frequently,1,5683,11,1,9,4,2,0,3,1,3,3,4,4,1,3,3,Yes,No,
EMP00403,37,Female,Married,Human Resources,Manager,1,Other,College,2015-12-23,Travel_Frequently,1,2733,19,1,17,10,6,2,4,2,4,2,4,4,3,3,3,No,No,
EMP00404,37,Male,Divorced,Research & Development,Healthcare Representative,1,Life Sciences,Bachelor,2011-12-28,Travel_Rarely,3,3263,18,2,18,14,11,4,7,3,4,2,1,4,2,3,3,No,No,
EMP00405,33,Male,Married,Research & Development,Research Director,1,Other,Below College,2021-12-31,Travel_Rarely,1,2477,16,0,13,4,4,1,1,5,2,3,4,3,3,3,3,No,No,
EMP00406,43,Male,Married,Research & Development,Healthcare Representative,1,Life Sciences,Master,2014-01-30,Travel_Rarely,6,3516,16,2,23,12,9,5,12,2,4,3,2,4,3,4,3,Yes,No,
EMP00407,27,Female,Married,Research & Development,Manufacturing Director,2,Other,Doctor,2025-11-09,Travel_Frequently,17,6235,22,0,7,0,0,0,0,1,4,3,3,1,4,2,3,Yes,No,
EMP00408,36,Male,Divorced,Research & Development,Research Scientist,3,Technical Degree,College,2026-03-10,Travel_Rarely,3,6838,14,1,15,0,0,0,0,1,2,3,1,3,3,4,4,No,No,
EMP00409,38,Male,Divorced,Research & Development,Manufacturing Director,1,Life Sciences,Bachelor,2015-08-26,Travel_Rarely,13,3579,23,1,15,10,8,5,8,2,4,3,4,2,3,3,3,No,No,
EMP00410,42,Female,Married,Research & Development,Research Scientist,3,Other,Below College,2011-10-18,Travel_Rarely,1,7961,12,1,19,14,10,7,13,0,2,3,4,3,3,3,3,Yes,No,
EMP00411,43,Male,Married,Research & Development,Laboratory Technician,2,Technical Degree,Bachelor,2014-02-22,Travel_Rarely,1,5606,22,1,20,12,9,6,12,2,6,2,2,4,4,2,3,No,No,
EMP00412,27,Male,Divorced,Research & Development,Manager,5,Other,Bachelor,2024-09-25,Travel_Rarely,1,15980,14,1,8,1,0,0,0,3,0,3,3,1,4,2,3,No,No,
EMP00413,23,Male,Married,Research & Development,Healthcare Representative,3,Technical Degree,College,2026-07-24,Travel_Rarely,3,7907,24,1,1,0,0,0,0,1,2,3,2,4,4,4,3,No,No,
EMP00414,48,Female,Married,Human Resources,Manager,5,Other,College,2023-02-08,Travel_Rarely,17,17107,12,1,29,3,1,0,3,1,2,2,1,3,3,2,3,No,No,
EMP00415,40,Male,Single,Research & Development,Laboratory Technician,1,Life Sciences,Bachelor,2015-11-03,Travel_Rarely,1,4003,23,0,17,10,4,3,5,0,4,3,3,4,3,3,4,No,No,
EMP00416,30,Female,Divorced,Sales,Sales Representative,1,Marketing,Bachelor,2021-10-29,Travel_Rarely,7,2765,17,2,12,4,3,0,3,0,2,3,3,4,2,3,3,No,No,
EMP00417,51,Female,Divorced,Research & Development,Manager,2,Technical Degree,College,2011-03-01,Travel_Rarely,4,6180,25,0,31,15,10,7,12,2,3,3,1,4,4,2,3,No,No,
EMP00418,38,Male,Single,Research & Development,Research Scientist,1,Medical,Bachelor,2022-02-05,Travel_Rarely,20,3809,19,1,18,4,2,0,3,2,4,3,3,1,2,3,3,Yes,Yes,2023-05-19
EMP00419,48,Male,Married,Sales,Manager,2,Technical Degree,Bachelor,2017-05-16,Non-Travel,1,6061,23,0,26,9,6,0,3,0,3,2,3,3,1,2,3,No,No,
EMP00420,38,Male,Married,Research & Development,Research Director,1,Medical,Master,2014-10-18,Travel_Frequently,2,2916,12,1,20,11,5,2,8,2,2,3,3,2,4,3,3,No,No,
EMP00421,56,Male,Single,Research & Development,Research Scientist,2,Other,Below College,2024-06-02,Travel_Frequently,1,4172,19,0,35,2,0,0,0,5,0,3,2,1,1,3,3,No,Yes,2025-08-26
EMP00422,53,Male,Divorced,Research & Development,Research Director,5,Other,Master,2010-05-24,Travel_Rarely,4,19410,19,2,34,16,5,1,14,3,0,2,1,2,4,3,3,No,No,
EMP00423,35,Female,Single,Sales,Sales Representative,1,Marketing,Bachelor,2026-08-03,Non-Travel,2,2826,18,0,14,0,0,0,0,3,6,3,2,3,4,3,3,No,No,
EMP00424,46,Female,Single,Research & Development,Research Director,5,Technical Degree,Below College,2018-12-09,Travel_Rarely,14,19168,11,0,28,7,2,1,5,5,3,3,3,2,3,2,3,No,No,
EMP00425,43,Female,Married,Research & Development,Manufacturing Director,1,Life Sciences,Master,2016-03-07,Travel_Rarely,7,3752,15,1,21,10,3,1,6,2,4,2,3,3,2,3,3,Yes,No,
EMP00426,49,Male,Married,Sales,Sales Executive,1,Marketing,Bachelor,2022-04-29,Travel_Rarely,7,3017,24,0,31,4,3,1,3,5,3,3,4,3,3,3,3,No,No,
EMP00427,28,Female,Single,Human Resources,Manager,2,Human Resources,Doctor,2022-05-15,Travel_Rarely,5,4527,20,2,6,4,2,1,2,1,2,2,2,1,3,3,3,No,No,
EMP00428,43,Female,Married,Research & Development,Manufacturing Director,4,Other,College,2019-12-17,Travel_Rarely,1,12128,23,2,22,6,5,2,4,2,2,3,3,3,2,3,3,No,No,
EMP00429,47,Female,Married,Sales,Manager,3,Marketing,Bachelor,2025-01-22,Travel_Rarely,4,8886,23,1,26,1,1,1,1,3,0,1,1,3,4,3,3,No,Yes,2025-11-03
EMP00430,21,Male,Single,Research & Development,Manufacturing Director,3,Other,Bachelor,2023-10-03,Travel_Rarely,30,7329,21,0,3,2,2,1,1,0,4,1,2,4,1,4,3,No,No,
EMP00431,26,Female,Single,Research & Development,Research Scientist,1,Technical Degree,Doctor,2022-08-22,Travel_Rarely,13,3839,14,0,8,3,1,1,1,2,3,2,3,2,4,1,3,No,No,
EMP00432,19,Male,Married,Sales,Sales Representative,1,Technical Degree,Bachelor,2026-03-18,Travel_Rarely,16,3172,17,0,0,0,0,0,0,2,3,3,4,3,4,3,3,No,No,
EMP00433,35,Male,Single,Sales,Manager,1,Technical Degree,Doctor,2021-11-25,Travel_Rarely,12,3312,23,0,13,4,3,2,2,3,4,3,4,3,4,3,4,No,No,
EMP00434,43,Male,Divorced,Sales,Manager,1,Life Sciences,Master,2019-03-02,Travel_Rarely,1,2886,21,0,23,7,3,2,6,4,2,3,4,4,3,4,3,Yes,Yes,2022-10-21
EMP00435,51,Female,Divorced,Sales,Sales Representative,5,Marketing,College,2011-04-21,Travel_Frequently,2,17846,25,2,32,15,3,2,7,5,5,3,1,3,3,2,3,No,No,
EMP00436,38,Female,Divorced,Research & Development,Healthcare Representative,4,Life Sciences,Master,2019-08-07,Travel_Rarely,1,12716,24,1,19,7,4,1,2,2,0,1,3,3,4,3,3,Yes,No,
EMP00437,52,Male,Single,Research & Development,Healthcare Representative,1,Life Sciences,Doctor,2004-12-28,Travel_Frequently,3,3733,18,0,34,21,4,1,15,1,6,3,4,2,4,4,3,Yes,No,
EMP00438,25,Male,Divorced,Sales,Sales Executive,3,Marketing,College,2025-06-05,Travel_Rarely,1,8607,24,0,4,1,1,0,1,3,4,3,3,1,4,4,3,Yes,No,
EMP00439,22,Male,Married,Sales,Manager,2,Life Sciences,Bachelor,2026-02-04,Travel_Rarely,4,4954,20,1,3,0,0,0,0,3,2,3,4,1,4,3,3,No,No,
EMP00440,37,Male,Married,Research & Development,Research Scientist,1,Medical,Bachelor,2026-03-05,Travel_Rarely,8,2552,21,0,18,0,0,0,0,3,3,1,1,4,3,3,3,No,No,
EMP00441,40,Male,Single,Research & Development,Research Scientist,2,Medical,College,2023-02-19,Travel_Rarely,15,5189,23,2,20,3,1,1,2,4,5,3,4,3,1,3,3,No,No,
EMP00442,37,Male,Single,Research & Development,Research Director,2,Medical,Below College,2020-07-05,Travel_Rarely,10,4839,18,0,17,6,5,1,5,2,3,3,2,2,2,3,3,No,No,
EMP00443,18,Female,Married,Human Resources,Human Resources,3,Human Resources,College,2025-09-06,Travel_Rarely,20,7983,12,2,0,0,0,0,0,2,0,1,3,3,3,3,3,Yes,No,
EMP00444,36,Male,Married,Research & Development,Healthcare Representative,1,Other,College,2013-07-16,Travel_Rarely,1,3187,13,1,18,13,10,1,6,0,5,2,3,2,3,3,4,No,Yes,2014-12-27
EMP00445,25,Male,Single,Sales,Manager,5,Other,Bachelor,2025-08-05,Non-Travel,1,20000,23,2,5,1,1,0,0,2,3,2,2,4,3,3,3,Yes,No,
EMP00446,43,Male,Married,Research & Development,Research Scientist,2,Medical,College,2015-11-11,Non-Travel,8,4215,20,0,24,10,8,6,3,1,3,3,4,4,3,3,3,No,No,
EMP00447,40,Female,Single,Research & Development,Research Scientist,1,Other,Master,2011-10-31,Travel_Rarely,2,3315,25,0,19,14,10,2,5,3,0,2,1,4,3,1,3,Yes,No,
EMP00448,29,Female,Married,Research & Development,Laboratory Technician,1,Medical,Master,2024-06-03,Travel_Rarely,2,2992,20,1,9,2,0,0,1,2,1,3,1,1,2,3,3,No,No,
EMP00449,32,Female,Married,Human Resources,Manager,3,Human Resources,Below College,2019-02-13,Travel_Frequently,3,7060,17,2,13,7,3,0,7,3,4,3,4,4,4,3,3,No,No,
EMP00450,27,Male,Divorced,Sales,Sales Representative,2,Marketing,Bachelor,2023-08-05,Travel_Rarely,2,3358,14,1,5,3,2,1,1,4,2,3,1,4,4,2,4,No,No,
EMP00451,36,Male,Divorced,Sales,Manager,3,Technical Degree,Bachelor,2025-02-18,Travel_Rarely,5,9408,16,1,16,1,1,0,0,1,6,3,2,3,4,3,3,Yes,No,
EMP00452,46,Male,Married,Research & Development,Healthcare Representative,1,Other,Doctor,2024-05-19,Travel_Rarely,4,3239,18,0,24,2,1,0,2,2,4,3,4,2,1,3,3,No,No,
EMP00453,28,Female,Married,Sales,Sales Representative,1,Technical Degree,Below College,2024-05-22,Travel_Rarely,5,2406,18,0,8,2,1,1,1,2,5,3,4,3,3,3,3,No,No,
EMP00454,42,Female,Married,Sales,Manager,2,Marketing,College,2014-05-20,Travel_Rarely,8,4614,17,0,22,12,5,2,6,1,2,3,4,3,4,2,4,No,No,
EMP00455,32,Female,Divorced,Sales,Manager,1,Marketing,Master,2022-10-22,Travel_Frequently,3,2360,23,1,9,3,2,0,2,3,1,4,4,3,3,3,3,Yes,No,
EMP00456,30,Female,Married,Sales,Manager,3,Other,Doctor,2022-01-19,Travel_Rarely,2,7335,22,0,7,4,3,0,2,3,2,3,4,1,3,4,3,No,No,
EMP00457,36,Female,Single,Research & Development,Manufacturing Director,1,Other,Master,2014-11-01,Travel_Frequently,1,3956,12,0,14,11,5,3,5,2,2,3,4,3,2,3,4,No,No,
EMP00458,28,Male,Single,Sales,Sales Representative,1,Other,Master,2023-04-28,Travel_Rarely,3,2856,12,1,10,3,1,1,1,1,3,3,3,4,2,2,3,Yes,Yes,2024-01-28
EMP00459,32,Female,Married,Research & Development,Research Scientist,1,Medical,Below College,2021-07-13,Travel_Rarely,9,2876,13,2,13,5,1,1,5,3,4,3,2,4,2,3,3,Yes,Yes,2022-07-23
EMP00460,26,Male,Married,Research & Development,Research Director,2,Technical Degree,Bachelor,2022-08-01,Travel_Rarely,10,5750,14,1,8,4,3,2,1,4,2,1,4,2,2,3,3,Yes,No,
EMP00461,55,Male,Divorced,Research & Development,Research Director,3,Medical,College,2013-01-13,Non-Travel,8,8242,11,1,37,13,6,5,4,2,1,4,1,4,3,2,3,No,No,
EMP00462,37,Male,Single,Sales,Sales Representative,4,Life Sciences,College,2026-04-18,Travel_Rarely,2,11577,15,3,14,0,0,0,0,3,0,3,1,1,3,4,3,Yes,Yes,2026-08-01
EMP00463,31,Male,Married,Research & Development,Research Scientist,3,Technical Degree,Master,2022-04-30,Travel_Rarely,6,8286,24,0,12,4,4,1,2,0,2,3,4,4,4,3,4,No,No,
EMP00464,39,Male,Divorced,Sales,Sales Representative,2,Technical Degree,College,2015-07-31,Travel_Rarely,6,4099,17,0,16,11,6,0,6,2,4,2,4,1,2,3,4,Yes,No,
EMP00465,36,Male,Divorced,Research & Development,Laboratory Technician,1,Medical,Bachelor,2022-09-29,Travel_Frequently,5,3177,22,1,13,3,2,1,3,2,2,1,3,2,3,3,3,No,No,
EMP00466,35,Male,Married,Research & Development,Manager,3,Other,Doctor,2025-01-13,Travel_Rarely,6,8745,20,1,12,1,0,0,1,2,5,1,1,1,3,2,3,No,No,
EMP00467,43,Male,Married,Research & Development,Research Scientist,1,Life Sciences,College,2018-02-07,Travel_Frequently,5,2685,21,0,22,8,2,1,7,1,3,2,3,3,4,2,4,No,No,
